Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have any building space certified under the following green building rating ...,Does the institution have any building space certified under LEED for Existing Buildings or another ...,"Does the institution have any building space certified under the DGNB system, Green Star ...","Does the institution have any building space certified under BREEAM-In Use, CASBEE for Existing ...",Does the institution have any building space certified under other non-GBC rating systems (e.g. ...,A brief description of the green building rating system(s) used and/or a list or sample of ...,Total floor area of eligible building space (operations and maintenance),Floor area of building space that is certified at each level under a 4-tier rating system for ...,Floor area that is certified at minimum level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 3rd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 2nd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 4-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 3-tier rating system for ...,Floor area that is certified at minimum level under a 3-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 3-tier GBC rating system for existing buildings,Floor area that is certified at the highest achievable level under a 3-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 5-tier rating system for ...,Floor area that is certified at minimum level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the 4th highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 5-tier GBC rating system for existing buildings,Floor area that is certified at the 2nd highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 5-tier GBC rating system for ...,Floor area of building space that is certified at any level under other green building rating ...,Floor area of building space that is maintained in accordance with formally adopted sustainable ...,A copy of the sustainable building operations and maintenance guidelines or policies,The date the guidelines or policies were formally adopted,A brief description of the sustainable building operations and maintenance program and/or a list or ...,A brief description of how the institution ensures compliance with sustainable building operation ...,The website URL where information about the institution’s certified buildings and/or sustainable ...,Public Notes
University of South Florida St. Petersburg,2016-03-25,2016-03-25 22:58:48,davidv@mail.usf.edu,2.0,Pursuing,**,--,--,--,--,,1046146.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,1046146.0,http://stars.aashe.org/media/secure/874/6/474/2700/usfsp-master-plan.pdf,2015-10-19,"Sample Building
Science and Technology Building

The USFSP Master Plan includes policies and guidelines for building operations and maintenance in the following areas:energy consumption, building-level energy metering, usage of environmentally preferable materials, indoor environmental quality, water consumption, and building-level water metering. 
From Master Plan
The Facilities Maintenance guidelines addresses the goals and objectives that lead to the desired level of performance for the exteriors, interiors, and systems of buildings on the campus as well as the acceptable use and capacity for each facility. The policies in
furtherance of the above objectives consist of establishing standards for review of
existing systems, setting priorities for maintenance and improvement projects, continuing the scheduled maintenance program and program for elimination of deficiencies in conformance to current codes and standards, and establishing a review process for use and capacity of buildings.",The master plan provides policies that must be followed by the institutions departments. Each department has specific training that they provide as well as their own guidelines and procedures.  ,http://www.usf.edu/administrative-services/facilities-planning/documents/cdc-usfsp-master-plan.pdf,--
University of Tennessee at Knoxville,2016-02-23,2016-02-23 11:20:13,prestonj@utk.edu,2.0,Pursuing,**,True,--,--,--,"Ayres Hall - LEED Certified Silver
Student Health Clinic - LEED Silver
Natalie L. Haslam Music Center - LEED Silver
Joint Institute for Advanced Materials- LEED Silver Pending
Min H. Kao Electrical Engineering & Computer Science - LEED Certified
*Joint Institute for Neutron Science- LEED Certified
Fred D. Brown Residence Hall- State Sustainability Standard
University Center- State Sustainability Standard
",1151654.0,**,417572.0,363186.0,--,--,**,--,--,--,**,--,--,--,--,--,--,370896.0,http://stars.aashe.org/media/secure/329/6/474/2700/sustainable%20building%20policy%20-%20UT_2.pdf,2007-09-11,"The Sustainable Building policy establishes the United States Green Building Council’s (USGBC) Leadership in Energy and Environmental Design (LEED) rating system as the standard for new construction and major renovation projects at UT that cost more than $5 million. Under the policy, all such projects must be designed to meet the minimum requirements of LEED for New Construction and Major Renovations (LEED-NC). Small-scale renovations utilize the LEED for Commercial Interiors (LEED-CI) rating system as applicable","""Architects, contractors, engineers, and all others involved with the building design process are expected to follow this policy. In addition to following LEED criteria, building planning teams should provide a building operation life cycle cost as early as possible in the design process to the Chancellor’s staff for review.""",http://environment.utk.edu/on-campus/buildings/,--
University of Texas Rio Grande Valley,2016-01-25,2016-01-25 15:02:41,Marianella.Franklin@utrgv.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Texas at Arlington,2016-02-26,2016-02-26 12:36:12,mtare@uta.edu,2.0,Pursuing,**,True,--,--,--,None,6517694.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,6056740.0,http://stars.aashe.org/media/secure/134/6/474/2700/GreenBuildingPolicy.pdf,2011-01-20,"Engineering Research Building Gold Certified
College Park Center Gold Certifies",NA,http://www.uta.edu/sustainability/initiatives/building-development/GreenBuildingPolicy.pdf,--
University of Texas at Austin,2016-03-21,2016-03-21 16:14:41,jim.walker@austin.utexas.edu,2.0,Pursuing,**,--,--,--,--,,13356706.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,13356706.0,http://stars.aashe.org/media/secure/40/6/474/2700/OP_3_MaintenancePolicy.pdf,2010-01-01,"The SBO and Maintenance program is integreated throughout UT Operational Units.  For example, Facilities Maintenance has a Energy and Water Conservation Group, Recycling and Waste Management has a Zero Waste Coordinator, and PMCS has developed sustainable practices for their construction projects on campus.
"," Compliance is ensured through a combination of state and federal law, best practices review, employee training, and collaboration between operational departments. ",--,"This policy covers Academic and General use and Division of Housing and Food Service space on main campus and Pickle Research Campus, managed by UT Facilities Services. UT Athletics, a separate auxiliary unit, may declare their managed space eligible in future years, and submit a relevant policy statement. 

The responsible party for Division of Housing and Food Service space is Randy Porter, Associate Director, 512 475 7288."
University of Texas at Dallas,2016-02-29,2016-02-29 18:12:50,thea.junt@utdallas.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Toledo,2016-03-25,2016-03-25 15:20:25,neil.tabor@utoledo.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Virginia,2015-12-11,2015-12-11 14:05:35,art2k@Virginia.edu,2.0,Pursuing,**,--,--,--,True,None,12952411.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,8066255.0,http://stars.aashe.org/media/secure/281/6/474/2700/UVA%20Energy%20Management%20and%20Sustainability%20Policy.pdf,2006-01-18,"1.	MR-4
2.	Chemistry
3.	Jordan Hall Addition
4.	Multistory
5.	Gilmer
6.	O’Hill Dining
7.	Old Medical School
8.	MR-5
9.	MR-6
10.	Olsson
11.	Thornton
12.	Campbell
13.	Health Sciences Library
14.	Primary Care Center
15.	West Complex 
a.	Barringer Wing
b.	Davis Wing
c.	X-Ray Wing
d.	Suhling Wing
e.	McKim Hall
f.	Steele Wing
g.	North Wing
h.	McIntire Wing
i.	Central Wing
j.	Corner Building
k.	Clinical Dept. Wing
16. Minor Hall
17. Bryan Hall
18. Elson Student Health
19.  Albert H. Small Building
20. Wilsdorf Hall
21. Fayerweather Hall
22. Carruthers Hall
23. Snyder Hall
24. Arbauch Hall
25. Wilson Hall
26. Physical Life Sciences Building
27. Chemical Engineering
28.  Materials Science
29. Old Jordan Hall","Although the Energy Management and Sustainability Policy and the Environmental Management Policy apply to all University facilities, the institution does not actively ensure compliance in all facilities. Only building space that is actively managed is counted for this credit. Active management is defined as building space that:
1) Has been retro-commissioned within the past 7 years or is in the retro-commissioning process.
AND/OR
2) Actively participates in the University's Environmental Management System.",https://policy.itc.virginia.edu/policy/policydisplay?id=PRM-002,"http://www.virginia.edu/sustainability/delta-force/

http://www.deq.virginia.gov/Portals/0/DEQ/PollutionPrevention/VEEP/Presentations/Warren.pdf"
University of Winnipeg,2016-01-13,2016-01-13 14:36:36,a.lajoie-omalley@uwinnipeg.ca,2.0,Pursuing,**,--,--,--,--,,1280141.1,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,1280141.1,http://stars.aashe.org/media/secure/771/6/474/2700/UW%20Land%20Use%20Planning%20Policy%20-%20Rev.10Apr06.doc,2007-01-01,"The University of Winnipeg has created a Sustainability Management System which encompasses a number of policies that directly address sustainable building operations covering the entire campus. 

The aspects addressed by the university’s Sustainability Management System include the following:

Air Quality
Energy Use
Land Use and Property Management
Materials Use (Solid and Liquid Waste Generation, Recycling)
Procurement
Risk Management and Emergency Response
Transportation
Water Use

UWinnipeg has enacted a policy to cover each aspect. Every policy includes broad performance goals which are measured annually using a variety of indicators and metrics.Performance reports are published annually and made available on the Campus Sustainability website.","The campus sustainability office reports on its performance annually. Reports are available to be read by the public. The Campus Sustainability Council meets four times a year to review progress on key activities and to address any challenges related to sustainability monitoring or reporting.  At these meetings, and issues related to sustainability performance are raised.  The Campus Sustainability Office also works closely with key departments throughout the year to ensure ongoing support for the sustainable building operations and maintenance program.",--,--
University of Wisconsin-Green Bay,2016-01-07,2016-01-07 17:22:34,fermanij@uwgb.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Wisconsin-Milwaukee,2016-03-23,2016-03-23 09:32:51,knelson6@uwm.edu,2.0,Pursuing,**,--,--,--,--,,6483186.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,6483186.0,http://stars.aashe.org/media/secure/530/6/474/2700/UW%20System-Sustainable%20Facilities%20Standards.pdf,2006-04-19,"Alumni House
Architecture & Urban Planning Building
Arts Center Music Building
Arts Center Theatre, Art and Lecture Building
Bolton Hall
Cambridge Commons
Chapman Hall
Chemistry Building
Cunningham Hall
Curtin Hall
Enderis Hall
Engelmann Hall
Engineering and Mathematical Science Building
Garland Hall
Golda Meir Library
Greene Hall & Museum
Grounds Building
Heating Plant
Hefter Conference Center
Holton Hall
Honors House
Johnston Hall
Kenilworth
Klotsche Center & Pavilion
Kunkle Center
Lapham Hall
Lubar Hall
Mellencamp Hall
Merrill Hall
Mitchell Hall
Norris Health Center
Northwest Quadrant Buildings A-E
Pearse Hall
Physics Building
Purin Hall
RiverView Residence Hall
Sabin Hall
Sandburg Hall
Saukville Field Station Lab, Research, & Service Buildings
University Services and Research Building
UW System Great Lakes Research Facility
UWM Union
Vogel Hall
Zelazo Center for the Performing Arts
Zilber School of Public Health Building","UWM has submitted building space data for fiscal year 2014 as its performance year. UWM adheres to Sustainable Facilities Standards maintained by the State of Wisconsin Department of State Facilities. Leased spaces are not included in this credit. However, buildings owned by the UWM Foundation are included as are all occupied, conditioned spaces (barns, sheds not included).",http://www.doa.state.wi.us/Default.aspx?Page=c8781af1-a861-4196-89c7-4a56c7bce306,"On April 19, 2006, the State Wisconsin Building Commission adopted the Building Commission Sustainable Facilities Policy and DSF Sustainable Facilities Guidelines and Minimum Standards. As of February 10, 2010 the title changed to “DSF Sustainable Facilities Standards” to accurately represent that these are minimum standards that apply to all projects."
University of Wisconsin-Oshkosh,2016-03-25,2016-03-25 23:39:55,kermathb@uwosh.edu,2.0,Pursuing,**,True,--,--,--,"Sage Hall, LEED Gold Building Certification from the U.S. Green Building Council
Student Success Center, LEED Silver Building Certification
Horizon Village, LEED Gold Building Certification
Alumni Welcome Center, LEED Gold Certification.
Clow Hall has just finished renovations to LEED Silver standards
Reeve Union is under renovation for LEED Gold standards",3660244.0,**,--,42819.0,378083.0,--,**,--,--,--,**,--,--,--,--,--,--,3239342.0,http://stars.aashe.org/media/secure/267/6/474/2700/Campus_Sustainability_Plan_Final_Whole.pdf,2008-02-01,"At UWO we are committed to green buildings by incorporating elements of energy efficient design standards on all new construction and applicable renovation projects. The following buildings have been built to LEED standards but were not certified; the Student Recreation and Wellness Center, Taylor Hall, and the Parking Garage. 

Additionally, UW Oshkosh is subject to the ""Sustainable Facilities Standards"" maintained by the State of Wisconsin Dept. of State Facilities.

Buildings With Sustainable Features (Not LEED Certified):
Student REC and Wellness Center - 112,868 sq ft
Taylor Hall - 95,241 sq ft
Albee - 90,749 sq ft
Clow Hall - 132, 764 sq ft
Heating Plant - 24,747 sq ft
Blackhawk Commons - 76,631 sq ft
Kolf - 145,570 sq ft
Polk - 200,254 sq ft
Titan Stadium - 21,553 sq ft
Reeve Union - 159,778 sq ft
Parking Ramp - 156,484
",The University has made it an integral part of the Sustainability Plan and policy that all future renovations and construction will be to LEED Gold Building Certified. The USGBC evaluates all submissions made by the campus.,http://www.uwosh.edu/sustainability/what-were-doing/green-buildings,The copy of our sustainable building operations and maintenance guidelines or policies that is uploaded is from our first sustainability plan written in 2008. Our new plan is online on our sustainability webpage. The link to the updated section is as follows : http://www.uwosh.edu/sustainability/what-we-do/campus-sustainability-plan/construction-and-major-renovation
University of Wisconsin-Platteville,2016-02-29,2016-02-29 14:15:52,seebotha@uwplatt.edu,2.0,Pursuing,**,--,--,--,--,,2244485.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,311727.0,http://stars.aashe.org/media/secure/753/6/474/2700/WI_Sustainable_Facilities_Standards_2012.pdf,2006-04-19,"The State of Wisconsin Department of Administration (DOA) has Sustainable Building Standards, effective 2006 by Governor Executive Order 145, that requires all state buildings be built and maintained (section 9) to LEED Silver equivalent.  Since these rules went into affect, UW-Platteville has constructed the following buildings:
Facilities Management Warehouse (2015): 17,527 GSF
Williams Fieldhouse Addition (2011): 34,200 GSF
Engineering Hall (2009): 108,500 GSF
Southwest Hall (2006): 151,500 GSF
","As stated in the Sustainable Facility Standards, ""Meeting the sustainability guidelines of the Building Commission requires verification at several steps in the process of preparing and implementing capital projects. The division will include data collected and verified from commissioning, post occupancy, and operation periods year 1, year 2, then transition to operating reporting using the reporting templates approved by the Commission. The division will also report on overall portfolio performance.""

After year 2, the DOA requires regular submittal of O&M reports.
",--,--
